,solarSystemID,solarSystemName
4314,30004315,VL3I-M
4315,30004316,KMC-WI
4316,30004317,4-48K1
4317,30004318,NTV0-1
4318,30004319,C-HCGU
4319,30004320,XW-2XP
4320,30004321,Q-FEEJ
4321,30004322,0P9Z-I
4322,30004323,AH-B84
4323,30004324,JTAU-5
4324,30004325,HB7R-F
4325,30004326,O-JPKH
4326,30004327,F-9F6Q
4327,30004328,B-GC1T
4328,30004329,V8W-QS
4329,30004330,JRZ-B9
4330,30004331,X4UV-Z
4331,30004332,S-B7IT
4332,30004333,BKG-Q2
4333,30004334,OJ-A8M
4334,30004335,CX-1XF
4335,30004336,3-TD6L
4336,30004337,Q-NJZ4
4337,30004338,NLPB-0
4338,30004339,R4O-I6
4339,30004340,KL3O-J
4340,30004341,Z-K495
4341,30004342,XM-4L0
4342,30004343,QCWA-Z
4343,30004344,52G-NZ
4344,30004345,5LJ-MD
4345,30004346,B8O-KJ
4346,30004347,6-O5GY
4347,30004348,KV-8SN
4348,30004349,UB-UQZ
4349,30004350,YG-82V
4350,30004351,8-4GQM
4351,30004352,T-Q2DD
4352,30004353,LRWD-B
4353,30004354,QXQ-BA
4354,30004355,X7R-JW
4355,30004356,M-HU4V
4356,30004357,CS-ZGD
4357,30004358,3-N3OO
4358,30004359,A-G1FM
4359,30004360,4-BE0M
4360,30004361,I-7RIS
4361,30004362,P7Z-R3
4362,30004363,ZIU-EP
4363,30004364,LXWN-W
4364,30004365,C-LP3N
4365,30004366,9F-7PZ
4366,30004367,1G-MJE
4367,30004368,WO-AIJ
4368,30004369,MA-VDX
4369,30004370,RO90-H
4370,30004371,BWI1-9
4371,30004372,C-LBQS
4372,30004373,J52-BH
4373,30004374,5-P1Y2
4374,30004375,KMQ4-V
4375,30004376,KJ-QWL
4376,30004377,SVB-RE
4377,30004378,C-4ZOS
4378,30004379,K-8SQS
4379,30004380,C-VGYO
4380,30004381,O94U-A
4381,30004382,XW-JHT
4382,30004383,NEH-CS
4383,30004384,4DTQ-K
4384,30004385,J9-5MQ
4385,30004386,D4R-H7
4386,30004387,313I-B
4387,30004388,EQI2-2
4388,30004389,Q-4DEC
4389,30004390,3F-JZF
4390,30004391,5-0WB9
4391,30004392,W-4FA9
4392,30004393,1IX-C0
4393,30004394,2B7A-3
4394,30004395,PUWL-4
4395,30004396,Y-1918
4396,30004397,9-B1DS
4397,30004398,ME-4IU
4398,30004399,BU-IU4
4399,30004400,I-7JR4
4400,30004401,CH9L-K
4401,30004402,QYZM-W
4402,30004403,3KNA-N
4403,30004404,UD-VZW
4404,30004405,3-YX2D
4405,30004406,V-TN6Q
4406,30004407,CFLF-P
4407,30004408,QBH5-F
4408,30004409,9-ZFCG
4409,30004410,J-TPTA
4410,30004411,PMV-G6
4411,30004412,5-IZGE
4412,30004413,OXC-UL
4413,30004414,F-8Y13
4414,30004415,4AZ-J8
4415,30004416,X6-J6R
4416,30004417,BGN1-O
4417,30004418,DUU1-K
4418,30004419,3L-Y9M
4419,30004420,BLC-X0
4420,30004421,K-X5AX
4421,30004422,BJD4-E
4422,30004423,TSG-NO
4423,30004424,O9V-R7
4424,30004425,Z-PNIA
4425,30004426,OCU4-R
4426,30004427,BG-W90
4427,30004428,Y-YGMW
4428,30004429,75C-WN
4429,30004430,I5Q2-S
4430,30004431,PO-3QW
4431,30004432,5XR-KZ
4432,30004433,VF-FN6
4433,30004434,C-0ND2
4434,30004435,JI-LGM
4435,30004436,U-BXU9
4436,30004437,ZXOG-O
4437,30004438,NW2S-A
4438,30004439,U-JJEW
4439,30004440,NX5W-U
4440,30004441,U1-C18
4441,30004442,6O-XIO
4442,30004443,H65-HE
4443,30004444,BJ-ZFD
4444,30004445,5ELE-A
4445,30004446,H-P4LB
4446,30004447,2UK4-N
4447,30004448,QK-CDG
4448,30004449,M-CMLV
4449,30004450,AZN-D2
4450,30004451,E-PR0S
4451,30004452,TR07-S
4452,30004453,VNGJ-U
4453,30004454,2-F3OE
4454,30004455,5-LCI7
4455,30004456,Y2-I3W
4456,30004457,VVO-R6
4457,30004458,CL-J9W
4458,30004459,YHP2-D
4459,30004460,J94-MU
4460,30004461,M2GJ-X
4461,30004462,JO-32L
4462,30004463,UB5Z-3
4463,30004464,MSKR-1
4464,30004465,GPUS-A
4465,30004466,3-BADZ
4466,30004467,23M-PX
4467,30004468,UTDH-N
4468,30004469,ZS-2LT
4469,30004470,DB1R-4
4470,30004471,P8-BKO
4471,30004472,RIT-A7
4472,30004473,R4K-8L
4473,30004474,GHZ-SJ
4474,30004475,K-J50B
4475,30004476,NLO-3Z
4476,30004477,5P-AIP
4477,30004478,M-PGT0
4478,30004479,NPD9-A
4479,30004480,D6SK-L
4480,30004481,HYPL-V
4481,30004482,I9-ZQZ
4482,30004483,0OYZ-G
4483,30004484,SWBV-2
4484,30004485,R97-CI
4485,30004486,6-ELQP
4486,30004487,OBK-K8
4487,30004488,KJ-V0P
4488,30004489,ZID-LE
4489,30004490,K-9UG4
4490,30004491,D4-2XN
4491,30004492,2-RSC7
4492,30004493,C0T-77
4493,30004494,RL-KT0
4494,30004495,UO9-YG
4495,30004496,ZQP-QV
4496,30004497,P-NUWP
4497,30004498,ZJQH-S
4498,30004499,E9G-MT
4499,30004500,TQ-RR8
4500,30004501,1L-BHT
4501,30004502,D5IW-F
4502,30004503,F-XWIN
4503,30004504,4C-B7X
4504,30004505,LGUZ-1
4505,30004506,BF-SDP
4506,30004507,F5FO-U
4507,30004508,5WAE-M
4508,30004509,0-WVQS
4509,30004510,0-9UHT
4510,30004511,M-NKZM
4511,30004512,H-M1BY
4512,30004513,J1H-R4
4513,30004514,J9SH-A
4514,30004515,JKJ-VJ
4515,30004516,RTX0-S
4516,30004517,33FN-P
4517,30004518,NM-OEA
4518,30004519,MT-2VJ
4519,30004520,3HQC-6
4520,30004521,OX-RGN
4521,30004522,R-OCBA
4522,30004523,GA-2V7
4523,30004524,DB-6W4
4524,30004525,7-692B
4525,30004526,L3-XYO
4526,30004527,AN-G54
4527,30004528,ZXI-K2
4528,30004529,T-Z6J2
4529,30004530,CT7-5V
4530,30004531,2JJ-0E
4531,30004532,B0C-LD
4532,30004533,NP6-38
4533,30004534,G-YT55
4534,30004535,IZ-AOB
4535,30004536,G5-EN3
4536,30004537,W-Z3HW
4537,30004538,W2F-ZH
4538,30004539,BMU-V1
4539,30004540,ZXC8-1
4540,30004541,LBV-Q1
4541,30004542,Z-40CG
4542,30004543,O-RIDF
4543,30004544,A-5M31
4544,30004545,BOE7-P
4545,30004546,E-GCX0
4546,30004547,VBFC-8
4547,30004548,YVA-F0
4548,30004549,0D-CHA
4549,30004550,A2V6-6
4550,30004551,VJ0-81
4551,30004552,XF-TQL
4552,30004553,4-EP12
4553,30004554,YZS5-4
4554,30004555,3WE-KY
4555,30004556,IR-WT1
4556,30004557,9-VO0Q
4557,30004558,A8-XBW
4558,30004559,PNQY-Y
4559,30004560,RP2-OQ
4560,30004561,YVBE-E
4561,30004562,BYXF-Q
4562,30004563,AC2E-3
4563,30004564,C-C99Z
4564,30004565,CL-BWB
4565,30004566,R3W-XU
4566,30004567,E-BWUU
4567,30004568,Y-1W01
4568,30004569,9R4-EJ
4569,30004570,SPLE-Y
4570,30004571,Q-XEB3
4571,30004572,K8L-X7
4572,30004573,5-D82P
4573,30004574,8ESL-G
4574,30004575,JGOW-Y
4575,30004576,APM-6K
4576,30004577,RE-C26
4577,30004578,AL8-V4
4578,30004579,KCT-0A
4579,30004580,N2-OQG
4580,30004581,OW-TPO
4581,30004582,9O-ORX
4582,30004583,IGE-RI
4583,30004584,Z9PP-H
4584,30004585,7-8S5X
4585,30004586,EI-O0O
4586,30004587,7X-02R
4587,30004588,D2AH-Z
4588,30004589,J5A-IX
4589,30004590,B17O-R
4590,30004591,6F-H3W
4591,30004592,H-NPXW
4592,30004593,L-1SW8
4593,30004594,U-SOH2
4594,30004595,DBRN-Z
4595,30004596,00GD-D
4596,30004597,C1XD-X
4597,30004598,G95F-H
4598,30004599,B32-14
4599,30004600,C-N4OD
4600,30004601,CHA2-Q
4601,30004602,UAYL-F
4602,30004603,ESC-RI
4603,30004604,671-ST
4604,30004605,A-HZYL
4605,30004606,H-S80W
4606,30004607,Z30S-A
4607,30004608,6VDT-H
4608,30004609,NDH-NV
4609,30004610,QV28-G
4610,30004611,15U-JY
4611,30004612,NY6-FH
4612,30004613,XJP-Y7
4613,30004614,AV-VB6
4614,30004615,HMF-9D
4615,30004616,7BX-6F
4616,30004617,YZ-LQL
4617,30004618,MN5N-X
4618,30004619,A-1CON
4619,30004620,75FA-Z
4620,30004621,WY-9LL
4621,30004622,D-Q04X
4622,30004623,Serpentis Prime
4623,30004624,P5-EFH
4624,30004625,L-A5XP
4625,30004626,D4KU-5
4626,30004627,YRNJ-8
4627,30004628,3ZTV-V
4628,30004629,9D6O-M
4629,30004630,LIWW-P
4630,30004631,G-UTHL
4631,30004632,38IA-E
4632,30004633,M-KXEH
4633,30004634,TU-Y2A
4634,30004635,7BIX-A
4635,30004636,I-CUVX
4636,30004637,J-RQMF
4637,30004638,TEG-SD
4638,30004639,14YI-D
4639,30004640,87XQ-0
4640,30004641,LJ-TZW
4641,30004642,KVN-36
4642,30004643,57-KJB
4643,30004644,V6-NY1
4644,30004645,OL3-78
4645,30004646,9DQW-W
4646,30004647,PXF-RF
4647,30004648,R-BGSU
4648,30004649,O-PNSN
4649,30004650,1-5GBW
4650,30004651,C-FER9
4651,30004652,F2-2C3
4652,30004653,F-88PJ
4653,30004654,ATQ-QS
4654,30004655,XUW-3X
4655,30004656,006-L3
4656,30004657,PB-0C1
4657,30004658,ZUE-NS
4658,30004659,L7-APB
4659,30004660,ZTS-4D
4660,30004661,4HS-CR
4661,30004662,WMH-SO
4662,30004663,LBGI-2
4663,30004664,G1CA-Y
4664,30004665,Y-2ANO
4665,30004666,Z-YN5Y
4666,30004667,JI-K5H
4667,30004668,33-JRO
4668,30004669,ARBX-9
4669,30004670,5-CSE3
4670,30004671,O-MCZR
4671,30004672,9T-APQ
4672,30004673,4Y-OBL
4673,30004674,0-MX34
4674,30004675,5AQ-5H
4675,30004676,T-ZFID
4676,30004677,0ZN7-G
4677,30004678,H8-ZTO
4678,30004679,YV-FDG
4679,30004680,LUL-WX
4680,30004681,8Q-UYU
4681,30004682,3PPT-9
4682,30004683,S-KU8B
4683,30004684,JK-GLL
4684,30004685,UAAU-C
4685,30004686,HHJD-5
4686,30004687,ZWV-GD
4687,30004688,1DDR-X
4688,30004689,LG-WA9
4689,30004690,AA-GWF
4690,30004691,O4T-Z5
4691,30004692,O-97ZG
4692,30004693,2I-520
4693,30004694,GQ2S-8
4694,30004695,0SUF-3
4695,30004696,G-M4GK
4696,30004697,G1D0-G
4697,30004698,KU3-BB
4698,30004699,O1Q-P1
4699,30004700,LD-2VL
4700,30004701,ZBY-0I
4701,30004702,MP5-KR
4702,30004703,O-N589
4703,30004704,ZDYA-G
4704,30004705,LX5K-W
4705,30004706,UHKL-N
4706,30004707,Z3V-1W
4707,30004708,A-ELE2
4708,30004709,KFIE-Z
4709,30004710,1DH-SX
4710,30004711,PR-8CA
4711,30004712,NOL-M9
4712,30004713,O-IOAI
4713,30004714,QX-LIJ
4714,30004715,HM-XR2
4715,30004716,4K-TRB
4716,30004717,AJI-MA
4717,30004718,FWST-8
4718,30004719,YZ9-F6
4719,30004720,0N-3RO
4720,30004721,G-TT5V
4721,30004722,319-3D
4722,30004723,I3Q-II
4723,30004724,RF-K9W
4724,30004725,E3OI-U
4725,30004726,IP6V-X
4726,30004727,R5-MM8
4727,30004728,1B-VKF
4728,30004729,T-J6HT
4729,30004730,D-W7F0
4730,30004731,JP4-AA
4731,30004732,FM-JK5
4732,30004733,PDE-U3
4733,30004734,23G-XC
4734,30004735,T5ZI-S
4735,30004736,4X0-8B
4736,30004737,Q-HESZ
4737,30004738,1-SMEB
4738,30004739,M5-CGW
4739,30004740,6Q-R50
4740,30004741,ZA9-PY
4741,30004742,RCI-VL
4742,30004743,MJXW-P
4743,30004744,QC-YX6
4744,30004745,T-M0FA
4745,30004746,4O-239
4746,30004747,LUA5-L
4747,30004748,T-IPZB
4748,30004749,Q-JQSG
4749,30004750,D-3GIQ
4750,30004751,K-6K16
4751,30004752,QY6-RK
4752,30004753,W-KQPI
4753,30004754,PUIG-F
4754,30004755,J-LPX7
4755,30004756,0-HDC8
4756,30004757,F-TE1T
4757,30004758,SVM-3K
4758,30004759,1DQ1-A
4759,30004760,8WA-Z6
4760,30004761,5BTK-M
4761,30004762,N-8YET
4762,30004763,Y-OMTZ
4763,30004764,3-DMQT
4764,30004765,MO-GZ5
4765,30004766,39P-1J
4766,30004767,HZAQ-W
4767,30004768,7G-QIG
4768,30004769,NIDJ-K
4769,30004770,PS-94K
4770,30004771,8RQJ-2
4771,30004772,KEE-N6
4772,30004773,M2-XFE
4773,30004774,5-CQDA
4774,30004775,I-E3TG
4775,30004776,S-6HHN
4776,30004777,ZXB-VC
4777,30004778,GY6A-L
4778,30004779,UEXO-Z
4779,30004780,9O-8W1
4780,30004781,8F-TK3
4781,30004782,PF-KUQ
4782,30004783,N8D9-Z
4783,30004784,F-9PXR
4784,30004785,Y5C-YD
4785,30004786,31X-RE
4786,30004787,Q-02UL
4787,30004788,7UTB-F
4788,30004789,5-6QW7
4789,30004790,7-K6UE
4790,30004791,C6Y-ZF
4791,30004792,6Z-CKS
4792,30004793,G-M5L3
4793,30004794,KBAK-I
4794,30004795,M-SRKS
4795,30004796,9GNS-2
4796,30004797,YAW-7M
4797,30004798,C3N-3S
4798,30004799,CX8-6K
4799,30004800,LWX-93
4800,30004801,1-2J4P
4801,30004802,M0O-JG
4802,30004803,WB-AYY
4803,30004804,BW-WJ2
4804,30004805,S4-9DN
4805,30004806,DT-PXH
4806,30004807,UALX-3
4807,30004808,3L3N-X
4808,30004809,Y-ORBJ
4809,30004810,6-IAFR
4810,30004811,4-P4FE
4811,30004812,RH0-EG
4812,30004813,D-9UEV
4813,30004814,H-HWQR
4814,30004815,QRBN-M
4815,30004816,78R-PI
4816,30004817,ZD1-Z2
4817,30004818,C-FD0D
4818,30004819,S-9RCJ
4819,30004820,ZMV9-A
4820,30004821,FE-6YQ
4821,30004822,W-16DY
4822,30004823,M-4KDB
4823,30004824,C3-0YD
4824,30004825,PDF-3Z
4825,30004826,9-MJVQ
4826,30004827,L2GN-K
4827,30004828,4-IT9G
4828,30004829,PEK-8Z
4829,30004830,2PG-KN
4830,30004831,ABE-M2
4831,30004832,IL-YTR
4832,30004833,KW-OAM
4833,30004834,U2U5-A
4834,30004835,EQWO-Y
4835,30004836,JK-Q77
4836,30004837,QI9-42
4837,30004838,YF-P4X
4838,30004839,JI1-SY
4839,30004840,X-1QGA
4840,30004841,CCE-0J
4841,30004842,T2-V8F
4842,30004843,0VK-43
4843,30004844,TY2X-C
4844,30004845,Q0G-L8
4845,30004846,Q5KZ-W
4846,30004847,WE-KK2
4847,30004848,B8HU-Z
4848,30004849,16AM-3
4849,30004850,A-REKV
4850,30004851,BB-EKF
4851,30004852,DZ6-I5
4852,30004853,R-XDKM
4853,30004854,G1-0UI
4854,30004855,QCDG-H
4855,30004856,XUDX-A
4856,30004857,QLU-P0
4857,30004858,OQTY-Z
4858,30004859,Y-EQ0C
4859,30004860,7M4C-F
4860,30004861,MS1-KJ
4861,30004862,8-BEW8
4862,30004863,NZW-ZO
4863,30004864,WSK-1A
4864,30004865,5-NZNW
4865,30004866,NR8S-Y
4866,30004867,F-ZBO0
4867,30004868,3Q1T-O
4868,30004869,8-4KME
4869,30004870,T6GY-Y
4870,30004871,R1-IMO
4871,30004872,7KIK-H
4872,30004873,B-6STA
4873,30004874,0P-U0Q
4874,30004875,XGH-SH
4875,30004876,G-D0N3
4876,30004877,T-AKQZ
4877,30004878,46DP-O
4878,30004879,9-980U
4879,30004880,EMIG-F
4880,30004881,M-RPN3
4881,30004882,ZO-P5K
4882,30004883,JV1V-O
4883,30004884,9MWZ-B
4884,30004885,LS-QLX
4885,30004886,S-XZHU
4886,30004887,CO-7BI
4887,30004888,ZJG-7D
4888,30004889,C-WPWH
4889,30004890,VULA-I
4890,30004891,R2TJ-1
4891,30004892,G-B3PR
4892,30004893,73-JQO
4893,30004894,XPUM-L
4894,30004895,KR8-27
4895,30004896,LQ-AHE
4896,30004897,LOI-L1
4897,30004898,Y-MSJN
4898,30004899,MJ-X5V
4899,30004900,3FKU-H
4900,30004901,M9-FIB
4901,30004902,D2EZ-X
4902,30004903,DJK-67
4903,30004904,AXDX-F
4904,30004905,J-4FNO
4905,30004906,PEM-LC
4906,30004907,X-EHHD
4907,30004908,6T3I-L
4908,30004909,QSF-EJ
4909,30004910,L-AS00
4910,30004911,NZPK-G
4911,30004912,K-1OY3
4912,30004913,MMUF-8
4913,30004914,99-0GS
4914,30004915,X-3AUU
4915,30004916,H90-C9
4916,30004917,0DD-MH
4917,30004918,RI-JB1
4918,30004919,NQH-MR
4919,30004920,1I6F-9
4920,30004921,Z-7OK1
4921,30004922,UEP0-A
4922,30004923,66-PMM
4923,30004924,OKEO-X
4924,30004925,7-8EOE
4925,30004926,7L9-ZC
4926,30004927,L-YMYU
4927,30004928,35-JWD
4928,30004929,F-M1FU
4929,30004930,0-NTIS
4930,30004931,VR-YIQ
4931,30004932,XZ-SKZ
4932,30004933,I6M-9U
4933,30004934,MG0-RD
4934,30004935,TPAR-G
4935,30004936,VYO-68
4936,30004937,TCAG-3
4937,30004938,UR-E46
4938,30004939,CW9-1Y
4939,30004940,1-NJLK
4940,30004941,Y-CWQY
4941,30004942,8KR9-5
4942,30004943,VQE-CN
4943,30004944,L5D-ZL
4944,30004945,G-C8QO
4945,30004946,EIMJ-M
4946,30004947,0A-KZ0
4947,30004948,E-DOF2
4948,30004949,48I1-X
4949,30004950,0OTX-J
4950,30004951,3OP-3E
4951,30004952,JZL-VB
4952,30004953,RJ3H-0
4953,30004954,08S-39
4954,30004955,ZU-MS3
4955,30004956,HIX4-H
4956,30004957,GR-J8B
4957,30004958,OY0-2T
4958,30004959,E2-RDQ
4959,30004960,TN25-J
4960,30004961,PA-VE3
4961,30004962,G-Q5JU
4962,30004963,RYQC-I
4963,30004964,1E-W5I
4964,30004965,Z-M5A1
4965,30004966,MVUO-F
4966,30004967,Luminaire
4967,30004968,Mies
4968,30004969,Oursulaert
4969,30004970,Renyn
4970,30004971,Duripant
4971,30004972,Algogille
4972,30004973,Caslemon
4973,30004974,Jolevier
4974,30004975,Mesybier
4975,30004976,Charmerout
4976,30004977,Yvangier
4977,30004978,Pemene
4978,30004979,Heydieles
4979,30004980,Fliet
4980,30004981,Actee
4981,30004982,Indregulle
4982,30004983,Amane
4983,30004984,Abune
4984,30004985,Deven
4985,30004986,Estaunitte
4986,30004987,Deninard
4987,30004988,Hulmate
4988,30004989,Annages
4989,30004990,Onne
4990,30004991,Vitrauze
4991,30004992,Palmon
4992,30004993,Villore
4993,30004994,Arant
4994,30004995,Allamotte
4995,30004996,Obalyu
4996,30004997,Vifrevaert
4997,30004998,Parts
4998,30004999,Ladistier
4999,30005000,Old Man Star
5000,30005001,Arnon
5001,30005002,Laurvier
5002,30005003,Adirain
5003,30005004,Attyn
5004,30005005,Ignebaener
5005,30005006,Aere
5006,30005007,Lisbaetanne
5007,30005008,Aeschee
5008,30005009,Allebin
5009,30005010,Atlulle
5010,30005011,Droselory
5011,30005012,Haine
5012,30005013,Perckhevin
5013,30005014,Isenan
5014,30005015,Synchelle
5015,30005016,Wysalan
5016,30005017,Yona
5017,30005018,Noghere
5018,30005019,Aporulie
5019,30005020,Seyllin
5020,30005021,Adrel
5021,30005022,Ane
5022,30005023,Clorteler
5023,30005024,Atlangeins
5024,30005025,Derririntel
5025,30005026,Cat
5026,30005027,Ommare
5027,30005028,Andole
5028,30005029,Vale
5029,30005030,Fensi
5030,30005031,Nebian
5031,30005032,Khabara
5032,30005033,Jeni
5033,30005034,Bridi
5034,30005035,Ami
5035,30005036,Amdonen
5036,30005037,Mora
5037,30005038,Kor-Azor Prime
5038,30005039,Leva
5039,30005040,Nishah
5040,30005041,Masanuh
5041,30005042,Sehmy
5042,30005043,Nakregde
5043,30005044,Danyana
5044,30005045,Nahyeen
5045,30005046,Jinkah
5046,30005047,Nibainkier
5047,30005048,Polfaly
5048,30005049,Andrub
5049,30005050,Kulu
5050,30005051,Choga
5051,30005052,Soumi
5052,30005053,Imih
5053,30005054,Nare
5054,30005055,Zinkon
5055,30005056,Kizama
5056,30005057,Shaha
5057,30005058,Neesher
5058,30005059,Misha
5059,30005060,Ordion
5060,30005061,Perbhe
5061,30005062,Abath
5062,30005063,Schmaeel
5063,30005064,Mafra
5064,30005065,Arzi
5065,30005066,Kerying
5066,30005067,Zorenyen
5067,30005068,Oguser
5068,30005069,Nahol
5069,30005070,Tadadan
5070,30005071,Tralasa
5071,30005072,Gademam
5072,30005073,Pananan
5073,30005074,Daran
5074,30005075,Latari
5075,30005076,Shokal
5076,30005077,Atarli
5077,30005078,Keproh
5078,30005079,Zatamaka
5079,30005080,Rannoze
5080,30005081,Piri
5081,30005082,Enal
5082,30005083,Jedandan
5083,30005084,Miroona
5084,30005085,Ranni
5085,30005086,Arza
5086,30005087,Liparer
5087,30005088,B-B0ME
5088,30005089,TDP-T3
5089,30005090,H-HGGJ
5090,30005091,OJT-J3
5091,30005092,A9-F18
5092,30005093,DE-IHK
5093,30005094,AY9X-Q
5094,30005095,XU7-CH
5095,30005096,2V-ZHM
5096,30005097,V-3K7C
5097,30005098,AK-L0Z
5098,30005099,R-AG7W
5099,30005100,E-WMT7
5100,30005101,FLK-LJ
5101,30005102,0FG-KS
5102,30005103,F-5WYK
5103,30005104,EF-QZK
5104,30005105,RZ3O-K
5105,30005106,LW-YEW
5106,30005107,HB-KSF
5107,30005108,EH2I-P
5108,30005109,OP7-BP
5109,30005110,5ZU-VG
5110,30005111,6-1T6Z
5111,30005112,R-AYGT
5112,30005113,G-GRSZ
5113,30005114,6-8QLA
5114,30005115,5T-A3D
5115,30005116,H-FOYG
5116,30005117,1A8-6G
5117,30005118,PE-SAM
5118,30005119,RY-2FX
5119,30005120,K-3PQW
5120,30005121,4-M1TY
5121,30005122,C6CG-W
5122,30005123,H-29TM
5123,30005124,KOI8-Z
5124,30005125,D-QJR9
5125,30005126,U4-V3J
5126,30005127,B9N2-2
5127,30005128,6Q4-X6
5128,30005129,BEG-RL
5129,30005130,972C-1
5130,30005131,U-W436
5131,30005132,Z-ENUD
5132,30005133,MJ-5F9
5133,30005134,M5NO-B
5134,30005135,JZ-UQC
5135,30005136,JPEZ-R
5136,30005137,9WVY-F
5137,30005138,7M4-4C
5138,30005139,2-YO2K
5139,30005140,M-SG47
5140,30005141,SR-10Z
5141,30005142,W-KXEX
5142,30005143,TAL1-3
5143,30005144,QHY-RU
5144,30005145,7AH-SF
5145,30005146,7MMJ-3
5146,30005147,PVF-N9
5147,30005148,9-EXU9
5148,30005149,4-1ECP
5149,30005150,UYOC-1
5150,30005151,5-U12M
5151,30005152,5V-Q1R
5152,30005153,M4-KX5
5153,30005154,4F9Y-3
5154,30005155,MS-RXH
5155,30005156,U-3FKL
5156,30005157,0XN-SK
5157,30005158,J9A-BH
5158,30005159,4F6-VZ
5159,30005160,B-7LYC
5160,30005161,JM0A-4
5161,30005162,PT-2KR
5162,30005163,L-POLO
5163,30005164,8B-A4E
5164,30005165,49V-E4
5165,30005166,3LL-O0
5166,30005167,A1F-22
5167,30005168,9-ZA4Z
5168,30005169,IU-E9T
5169,30005170,NGM-OK
5170,30005171,O-QKSM
5171,30005172,QKQ3-L
5172,30005173,VWES-Y
5173,30005174,SY-OLX
5174,30005175,XY-ZCI
5175,30005176,7JRA-G
5176,30005177,W-CSFY
5177,30005178,PFV-ZH
5178,30005179,L5Y4-M
5179,30005180,9IZ-HU
5180,30005181,OBV-YC
5181,30005182,2AUL-X
5182,30005183,F-HQWV
5183,30005184,F-A3TR
5184,30005185,PA-ALN
5185,30005186,01B-88
5186,30005187,F18-AY
5187,30005188,RZ8A-P
5188,30005189,MTO2-2
5189,30005190,C3I-D5
5190,30005191,0-U2M4
5191,30005192,Shera
5192,30005193,Lor
5193,30005194,Cleyd
5194,30005195,Vecamia
5195,30005196,Ahbazon
5196,30005197,Atreen
5197,30005198,Pakhshi
5198,30005199,Tar
5199,30005200,Tekaima
5200,30005201,Manarq
5201,30005202,Emsar
5202,30005203,Ourapheh
5203,30005204,Yulai
5204,30005205,Tarta
5205,30005206,Kemerk
5206,30005207,Nardiarang
5207,30005208,Ziasad
5208,30005209,Sibe
5209,30005210,Makhwasan
5210,30005211,Zarer
5211,30005212,Toon
5212,30005213,Hesarid
5213,30005214,Ashokon
5214,30005215,Avyuh
5215,30005216,Apanake
5216,30005217,Sheroo
5217,30005218,Sosh
5218,30005219,Sigga
5219,30005220,Keseya
5220,30005221,Zoohen
5221,30005222,Serren
5222,30005223,Hadji
5223,30005224,Assez
5224,30005225,Alal
5225,30005226,Dom-Aphis
5226,30005227,Iderion
5227,30005228,Chamja
5228,30005229,Diaderi
5229,30005230,Manatirid
5230,30005231,Pashanai
5231,30005232,Pamah
5232,30005233,Leran
5233,30005234,Beke
5234,30005235,Malma
5235,30005236,Noranim
5236,30005237,Chej
5237,30005238,Menai
5238,30005239,Aring
5239,30005240,Gayar
5240,30005241,Petidu
5241,30005242,Naka
5242,30005243,Madomi
5243,30005244,Gergish
5244,30005245,Tahli
5245,30005246,Imya
5246,30005247,Kobam
5247,30005248,Hirizan
5248,30005249,Anyed
5249,30005250,Habu
5250,30005251,Asanot
5251,30005252,Anzalaisio
5252,30005253,Chiga
5253,30005254,Abhan
5254,30005255,Saphthar
5255,30005256,Itrin
5256,30005257,Bantish
5257,30005258,Korridi
5258,30005259,Lela
5259,30005260,Keri
5260,30005261,Antem
5261,30005262,Djimame
5262,30005263,Mozzidit
5263,30005264,Angur
5264,30005265,Hangond
5265,30005266,Access
5266,30005267,Bherdasopt
5267,30005268,Gonditsa
5268,30005269,Simela
5269,30005270,Shalne
5270,30005271,Shapisin
5271,30005272,Olin
5272,30005273,Galnafsad
5273,30005274,Otakod
5274,30005275,Azedi
5275,30005276,Sharza
5276,30005277,Pirna
5277,30005278,Seshi
5278,30005279,Anara
5279,30005280,Partod
5280,30005281,Exit
5281,30005282,Gateway
5282,30005283,Central Point
5283,30005284,Promised Land
5284,30005285,Dead End
5285,30005286,New Eden
5286,30005287,Canard
5287,30005288,Girani-Fa
5288,30005289,Nasreri
5289,30005290,Heorah
5290,30005291,Ebasez
5291,30005292,Agal
5292,30005293,Doza
5293,30005294,Bania
5294,30005295,Murethand
5295,30005296,Melmaniel
5296,30005297,Ouelletta
5297,30005298,Costolle
5298,30005299,Muetralle
5299,30005300,Loes
5300,30005301,Tourier
5301,30005302,Alenia
5302,30005303,Merolles
5303,30005304,Alentene
5304,30005305,Cistuvaert
5305,30005306,Vaere
5306,30005307,Aidart
5307,30005308,Jufvitte
5308,30005309,Ansalle
5309,30005310,Scheenins
5310,30005311,Amygnon
5311,30005312,Gisleres
5312,30005313,Ellmay
5313,30005314,Theruesse
5314,30005315,Eletta
5315,30005316,Luse
5316,30005317,Ekuenbiron
5317,30005318,Vay
5318,30005319,Raneilles
5319,30005320,Hevrice
5320,30005321,Jovainnon
5321,30005322,Scolluzer
5322,30005323,Sortet
5323,30005324,Claulenne
5324,30005325,Masalle
5325,30005326,Annelle
5326,30005327,Chesiette
5327,30005328,Reblier
5328,30005329,Amoderia
5329,30005330,Arraron
5330,30005331,Chantrousse
5331,30005332,Osmomonne
5332,30005333,Stou
5333,30005334,Tierijev
5334,30010141,Sakenta
5335,30011392,Jouvulen
5336,30011407,Akiainavas
